"lex_1";"lex_2";"w1w2";"w1";"w2";"freq1";"freq2";"joint";"dice";"loglikelihood";"mi3";"tscore";"agr"
"имидж";"и";"337";"1588";"3740338";"1588";"3740338";"337";"5.3781191008127855";"1277.2062050632444";"14.368750201944666";"17.158596621897743";"15.701833927155779"
"имидж";"в";"187";"1588";"3501517";"1588";"3501517";"187";"4.855095521376393";"510.4330897249287";"12.667806939962054";"12.168029883193622";"12.415403875830453"
"имидж";"на";"150";"1588";"1678352";"1588";"1678352";"150";"5.369513838200245";"548.7417009512102";"12.741770915265276";"11.441054599291599";"12.073909753398677"
"имидж";"свой";"138";"1588";"400917";"1588";"400917";"138";"6.7149380675933035";"863.7385023003985";"13.923439303676725";"11.546511849763757";"12.67939891751063"
"имидж";"не";"98";"1588";"1787575";"1588";"1787575";"98";"4.880856188536869";"267.4157521530324";"11.401719875826005";"8.836916097213184";"10.037730914235663"
"имидж";"для";"82";"1588";"375430";"1588";"375430";"82";"6.2598182171757335";"437.2283653581572";"12.427518377619968";"8.811417638180748";"10.464418504215892"
"имидж";"с";"81";"1588";"1190048";"1588";"1190048";"81";"5.096758624387116";"252.1265439436454";"11.237031214134964";"8.221906301879999";"9.611962221831634"
"имидж";"компания";"73";"1588";"47218";"1588";"47218";"73";"8.187998086605258";"671.4337928799935";"14.152035819163348";"8.511483329773986";"10.975190975886168"
"имидж";"россия";"69";"1588";"115496";"1588";"115496";"69";"7.256606780261254";"503.9852854485496";"13.08851628800846";"8.224805209667007";"10.375475745835631"
"имидж";"как";"67";"1588";"690514";"1588";"690514";"67";"5.450351177369317";"252.22729151138145";"11.21207428191036";"7.688937635304295";"9.284876946734832"
"имидж";"что";"63";"1588";"1229370";"1588";"1229370";"63";"4.812978620969702";"163.16494179473244";"10.450579728691011";"7.025826146517225";"8.568777993628975"
"имидж";"а";"60";"1588";"808920";"1588";"808920";"60";"5.1820752522225515";"195.5633944898534";"10.72276633355715";"7.1314412380845384";"8.744642818175823"
