"lex_1";"lex_2";"w1w2";"w1";"w2";"freq1";"freq2";"joint";"dice";"loglikelihood";"mi3";"tscore";"agr"
"статус";"проект";"653";"106678";"669461";"106678";"669461";"653";"7.6126374030004165";"1499.4006595393703";"14.974803760361178";"22.135579338181046";"18.206481173229676"
"статус";"участник";"651";"106678";"339100";"106678";"339100";"651";"8.164080473536409";"2291.80197595808";"15.645779161033303";"23.78059055011848";"19.289008996475406"
"статус";"стать";"647";"106678";"1523506";"106678";"1523506";"647";"6.861290025213173";"632.6696013260083";"14.124814630323915";"17.62114668364738";"15.776420078086987"
"статус";"отдельный";"646";"106678";"133307";"106678";"133307";"646";"8.775614983971625";"3419.6487140627655";"16.556289055952817";"24.73218313396307";"20.235443482925042"
"статус";"соответствовать";"644";"106678";"86271";"106678";"86271";"644";"8.99066472240178";"3955.1418234240555";"16.98214795731593";"24.933585740827834";"20.577313774085308"
"статус";"получать";"643";"106678";"211027";"106678";"211027";"643";"8.49041334654608";"2826.230385477982";"16.082993368877123";"24.27158885549618";"19.75752521484047"
"статус";"так";"636";"106678";"1511079";"106678";"1511079";"636";"6.851794563992543";"613.9873836803939";"14.081561729397416";"17.40099420895131";"15.65353551458056"
"статус";"москва";"635";"106678";"1218096";"106678";"1218096";"635";"7.050019742635954";"809.298441162938";"14.292376017319386";"18.89204013099853";"16.4320461685853"
"статус";"косово";"634";"106678";"26165";"106678";"26165";"634";"9.348272876202323";"5382.135924664997";"18.128269507026694";"25.04377034842103";"21.307280876457707"
"статус";"лишение";"618";"106678";"74062";"106678";"74062";"618";"9.014820824561689";"3931.2647884040853";"17.011108075660452";"24.47088226871033";"20.40286310741202"
"статус";"являться";"607";"106678";"610306";"106678";"610306";"607";"7.618867167488905";"1414.1053457955652";"14.848171185985018";"21.405209513478205";"17.82773724082783"
"статус";"же";"607";"106678";"1393381";"106678";"1393381";"607";"6.880660972987207";"615.0239143466948";"14.022643209925842";"17.258070103463442";"15.556470022236915"
"статус";"гражданин";"606";"106678";"422062";"106678";"422062";"606";"7.92177506999503";"1808.418676671799";"15.212033019071443";"22.37999731242965";"18.45115871926232"
"статус";"иностранный";"603";"106678";"256767";"106678";"256767";"603";"8.291681119519467";"2351.010358852949";"15.69412781483527";"23.191725980783914";"19.078100319189502"
"статус";"море";"602";"106678";"117445";"106678";"117445";"602";"8.773454338592893";"3252.4997356595304";"16.471347480573854";"23.911125788362227";"19.84561567479892"
"статус";"сша";"602";"106678";"937165";"106678";"937165";"602";"7.234984972894486";"962.0768487121929";"14.394458258813188";"19.551924663464387";"16.77615460848219"
"статус";"закрепление";"599";"106678";"5846";"106678";"5846";"599";"9.45748696746777";"6856.244080792073";"19.456572411196483";"24.44331021724036";"21.807866360812923"
"статус";"находиться";"597";"106678";"616617";"106678";"616617";"597";"7.593491853900026";"1362.8829708320995";"14.788048538096838";"21.140763758929875";"17.681364217715036"
"статус";"памятник";"595";"106678";"89899";"106678";"89899";"595";"8.892899095063862";"3512.8881239639513";"16.703542682230893";"23.911742627846106";"19.985264911698"
"статус";"право";"589";"106678";"535078";"106678";"535078";"589";"7.699609916086713";"1476.8238595037271";"14.88941130383239";"21.392592420850065";"17.84721567666184"
"статус";"потерять";"589";"106678";"108980";"106678";"108980";"589";"8.790124265675468";"3243.224434024806";"16.480659455338998";"23.683415076649805";"19.756474853012286"
"статус";"нынешний";"581";"106678";"235304";"106678";"235304";"581";"8.315384554331152";"2320.3026688830723";"15.669919258931087";"22.830201359013998";"18.914211904303286"
